disasterNumber,declarationType,declarationDate,declarationTitle,designatedArea
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Jackson (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Martin (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Seminole (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Calhoun (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,St. Johns (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Madison (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Miccosukee Indian Reservation
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Collier (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Osceola (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Pinellas (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Nassau (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Lake (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Escambia (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Brevard (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Flagler (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Hardee (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Franklin (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Hendry (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Okaloosa (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Gilchrist (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Highlands (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Leon (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,St. Lucie (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Gadsden (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Hillsborough (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Levy (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Sarasota (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Suwannee (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Union (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Volusia (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Clay (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Holmes (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Charlotte (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Putnam (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Orange (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Liberty (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Baker (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Seminole Indian Trust Lands
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Washington (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Santa Rosa (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Manatee (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Walton (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Jefferson (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Columbia (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Alachua (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Palm Beach (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Lee (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Hernando (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Broward (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Wakulla (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Polk (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Marion (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Gulf (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Bradford (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Indian River (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Hamilton (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Monroe (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Miami-Dade (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Citrus (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,DeSoto (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Duval (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Bay (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Dixie (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Glades (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Taylor (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Lafayette (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Pasco (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Jefferson (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Sumter (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Gilchrist (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Clay (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Poarch Creek Reservation and Trust Lands (also AL)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Okeechobee (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Holmes (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Hernando (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Seminole Indian Trust Lands
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Seminole (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Franklin (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Calhoun (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Okaloosa (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Madison (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Hollywood Indian Reservation
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Glades (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Tampa Reservation
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Sarasota (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Suwannee (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Manatee (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Highlands (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Charlotte (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Lake (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Collier (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Lafayette (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Hardee (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Wakulla (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Miami-Dade (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Baker (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Broward (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Hamilton (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Gulf (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Alachua (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Palm Beach (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Taylor (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Bradford (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Polk (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,St. Lucie (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Indian River (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Big Cypress Indian Reservation
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Gadsden (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Leon (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Santa Rosa (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Levy (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Volusia (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Flagler (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Liberty (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Osceola (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Marion (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Monroe (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Walton (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Nassau (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Brevard (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Pasco (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Escambia (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Jackson (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Hendry (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Brighton Indian Reservation
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Miccosukee Indian Reservation
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Immokalee Indian Reservation
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Fort Pierce Indian Reservation
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Bay (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Dixie (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Citrus (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Lee (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Union (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Pinellas (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Martin (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Florida Tribe of Eastern Creek (TDSA)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,St. Johns (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Duval (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Washington (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Orange (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Putnam (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Columbia (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,DeSoto (County)
4673,DR,2022-09-29 00:00:00+00:00,HURRICANE IAN,Hillsborough (County)
4675,DR,2022-09-30 00:00:00+00:00,HURRICANE IAN - SEMINOLE TRIBE OF FLORIDA,Big Cypress Indian Reservation
4675,DR,2022-09-30 00:00:00+00:00,HURRICANE IAN - SEMINOLE TRIBE OF FLORIDA,Brighton Indian Reservation
4675,DR,2022-09-30 00:00:00+00:00,HURRICANE IAN - SEMINOLE TRIBE OF FLORIDA,Fort Pierce Indian Reservation
4675,DR,2022-09-30 00:00:00+00:00,HURRICANE IAN - SEMINOLE TRIBE OF FLORIDA,Hollywood Indian Reservation
4675,DR,2022-09-30 00:00:00+00:00,HURRICANE IAN - SEMINOLE TRIBE OF FLORIDA,Immokalee Indian Reservation
4675,DR,2022-09-30 00:00:00+00:00,HURRICANE IAN - SEMINOLE TRIBE OF FLORIDA,Tampa Reservation
4675,DR,2022-09-30 00:00:00+00:00,HURRICANE IAN,Seminole Indian Trust Lands
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Hendry (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Hernando (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Bradford (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Dixie (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Franklin (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Leon (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Okeechobee (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Sarasota (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Sumter (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Union (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Broward (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Highlands (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Levy (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,DeSoto (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Orange (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Hamilton (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Jefferson (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Polk (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Washington (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Charlotte (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Hardee (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Lee (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Citrus (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Gadsden (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Hillsborough (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Liberty (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Osceola (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Pasco (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Calhoun (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Baker (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Wakulla (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Pinellas (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Martin (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Volusia (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Nassau (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Palm Beach (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Duval (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,St. Lucie (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Lake (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Putnam (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Brevard (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Flagler (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Indian River (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,St. Johns (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Miccosukee Indian Reservation
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Clay (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Gilchrist (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Holmes (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Madison (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Marion (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Seminole (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Seminole Indian Trust Lands
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Collier (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Glades (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Manatee (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Taylor (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Alachua (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Columbia (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Gulf (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Jackson (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Lafayette (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Miami-Dade (County)
4680,DR,2022-12-13 00:00:00+00:00,HURRICANE NICOLE,Suwannee (County)
